iso,Device,Edge,Fog,Cloud,Cross-cutting
Interface Capability,3.2362459546925564,3.2362459546925564,3.7216828478964405,1.779935275080906,6.472491909385113
Data Capabilities,1.9417475728155338,1.779935275080906,2.4271844660194173,0.3236245954692557,1.6181229773462782
Supporting Capabilities,16.666666666666664,12.459546925566343,19.093851132686083,7.119741100323624,18.12297734627832
